Date,Title,Content,Url
2018/9/5 17:10,"SK Telecom losing clout to KT, LG Uplus",SK Telecom (SKT) appears to be losing its market share while rivals continue to attract more subscribers amid cutthroat competition in long-term evolution (LTE) networks. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_255091.html
2018/9/5 16:48,Samsung SDI to supply cylindrical battery to Jaguar Land Rover ,"Samsung SDI will supply cylindrical cell batteries to Jaguar Land Rover's electric vehicles (EVs), industry sources said Wednesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_255094.html
2018/9/5 16:28,Samsung's design lab studies millennials for new trends ,"LONDON - Samsung Electronics has operated a design lab in London - the heart of fashion, culture and economics - since 2000 with the aim of looking for new value to be reflected in the firm's various products. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_255073.html
2018/9/5 16:28,Coupang hires new senior vice president ,"Coupang has hired Doug Inamine as its senior vice president for global human resource management, because of his expertise in human resources and organizational innovation, the e-commerce company said Wednesday. Inamine served as the chief people officer for the San Francisco-based start-up, Kabam, and worked as the chief human resources officer for the U.K.-based tech firm X...",http://www.koreatimes.co.kr/www/tech/2018/12/133_255069.html
2018/9/5 16:25,"Korea lagging behind US, China in adoption of AI ","Korea is lagging behind the United States and China in its adoption of artificial intelligence (AI) technology, according to a new study by the McKinsey Global Institute, Wednesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_255088.html
2018/9/5 15:58,LG Uplus pressured to exclude Huawei from 5G network ,South Korea's No. 3 mobile carrier LG Uplus is facing increasing pressure to exclude Huawei from supplying equipment to its 5G network amid cyber-espionage concerns surrounding the Chinese company. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_255084.html
2018/9/5 15:25,VR festival opens in Korea ,"Hundreds of virtual reality companies from both home and abroad gathered in Seoul on Wednesday to showcase the latest VR technologies that can impact ordinary lives now and in the future. The Korea VR Festival 2018, hosted by the Ministry of Science and ICT, kicked off for a five-day run at the Sangam Digital Media Complex business district in western Seoul, bringing together...",http://www.koreatimes.co.kr/www/tech/2018/12/133_255078.html
2018/9/5 14:01,Kakao to adopt 'unsend' feature ,"South Korea's top mobile messenger operator Kakao Corp. said Wednesday it will adopt an ""unsend"" feature that allows users to delete missent messages on its Kakao app. Kakao recently made the decision to allow for ""unsending a message"" within a certain window before the message is read by the recipient, officials said. This feature will be adopted in the next update scheduled...",http://www.koreatimes.co.kr/www/tech/2018/12/133_255063.html
2018/9/4 17:00,Samsung's steam closet to improve living space ,"BERLIN _ Samsung Electronics' new clothes refresher is not a simple home appliance but will play a role as furniture that harmonizes with people's living spaces, the company said Saturday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254986.html
2018/9/4 16:46,"One dead, two injured in CO2 leak at Samsung chip plant ","The accident happened at 3:40 p.m. in a section of the first basement packed with fire extinguishing equipment. Leaked Co2 from the equipment is said to have caused the accident. A worker, 24, surnamed Lee, was found dead and two others were unconscious when rescue workers reached the scene. The dead and injured workers were from an outside contractor and not on Samsungâ\s pay...",http://www.koreatimes.co.kr/www/tech/2018/12/133_255029.html
2018/9/4 14:55,China blocks ABC website after Huawei ban ,"China has blocked access to the website of ABC, Australia's public broadcaster, claiming it violated China's internet laws and regulations. But many see Beijing's move as â\revengeâ\ against the Australian government's decision to bar two Chinese companies - Huawei and ZTE - from supplying equipment to Australia's 5G network. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254995.html
2018/9/3 19:50,"LG, Samsung, SK to benefit from struggling Chinese battery makers ","While a growing number of Chinese battery makers producing batteries for electric vehicles (EVs) are facing financial challenges, it remains to be seen whether Korean battery manufacturers _ LG Chem, Samsung SDI and SK Innovation _ who are struggling with their businesses in China can benefit from it. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254957.html
2018/9/3 17:28,LG to produce lawn mowing robots for US ,"LG Electronics will debut its lawn mowing robot soon, targeting the United States, which has the largest lawn mower market in the world. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254975.html
2018/9/3 16:16,Fast mover China flexes muscles at IFA ,BERLIN - Looking around the exhibition halls of the Internationale Funkausstellung (IFA) Berlin - Europe's largest consumer electronics and appliance trade show that began Friday - it felt like one in every two to three booths were occupied by Chinese firms ,http://www.koreatimes.co.kr/www/tech/2018/12/133_254932.html
2018/9/3 13:49,Korea right to be cautious about Huawei as security threat: experts ,"The United States, Britain, Australia and now Japan. Huawei, a Chinese telecoms equipment maker, is facing severe restrictions over its ties to the Chinese government. On Aug. 23, the Australian government decided to block the company from rolling out 5G technology on the country's wireless networks, due to national security concerns. Now Japan's government is considering doi...",http://www.koreatimes.co.kr/www/tech/2018/12/133_254927.html
2018/9/2 18:25,"SK, KT, LG set to choose 5G equipment suppliers ","Korea's top mobile carriers -- SK Telecom (SKT), KT and LG Uplus -- will announce their fifth-generation (5G) network equipment suppliers this month. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254899.html
2018/9/2 18:25,Harman shows smart audio products at IFA ,"BERLIN - Harman, an American car infotainment and audio company acquired by Samsung Electronics, showcased diverse lifestyle audio products equipped with smart technologies during Europe's largest show for consumer electronics and home appliances, which began Friday for a six-day run in Berlin. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254883.html
2018/9/2 17:00,LG Electronics to bolster robot biz: CEO ,"BERLIN - LG Electronics will continue to concentrate on expanding its robot business portfolio by actively pushing for mergers and acquisitions (M&A) with companies in possession of appropriate technologies to secure a future growth engine, the head of the company said Friday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254889.html
2018/8/31 19:49,'AI will transform human lifestyles' ,"BERLIN - Artificial intelligence (AI) technology in the consumer electronics industry will boost quality of life as the technology connects various devices and services, the head of LG Electronics said Friday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254856.html
2018/8/31 17:34,Samsung to enhance AI-based home IoT business ,"BERLIN - Samsung Electronics will enhance its home internet of things (IoT) business based on artificial intelligence (AI) technology as part of its efforts to secure a new growth engine, the firm's president said, Thursday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254823.html
2018/8/30 17:15,Samsung serves seniors on 'Happy Bus Day' ,"When the entire country was engulfed by a scorching heat wave on Aug. 1, a group of senior citizens rode on a blue bus in Deoksan, South Chungcheong Province, a backwoods town about 130 kilometers south of Seoul. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254776.html
2018/8/30 17:05,Samsung to unveil advanced AI home appliances at IFA ,"BERLIN - Samsung Electronics will showcase its advanced televisions and diverse smart home appliances featuring artificial intelligence (AI) technology, as well as its latest mobile devices, at Europe's largest consumer electronics and home appliances show that kicks off today in Berlin, the company said Thursday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254756.html
2018/8/30 17:03,"Samsung, LG enter into rivalry on 8K television ","BERLIN - Samsung Electronics and LG Electronics have entered into rivalry in the large-screen, premium TV market with 8K resolution by unveiling their respective QLED and OLED products at the biggest show for consumer electronics and home appliances in Europe, that will run for six days from today. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254764.html
2018/8/30 16:21,Kim launches biz portal JOBCALLME for job seekers ,JOBCALLME CEO Kim Sung-young spent the last 32 years immersed in the fashion distribution industry. But now Kim is taking on a new challenge as he will roll out a business portal for job seekers next month. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_254760.html
2018/8/30 16:21,Startup forum to kick off in Pangyo on Sept 5. ,"An international conference offering a glimpse of startup trends in Asia will take place at Pangyo in Seongnam, Gyeonggi Province, next week. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254718.html
2018/8/29 17:35,Uber seeks cozy ties with Korean gov't ,U.S. car sharing service provider Uber Technologies apologized to the Korean government Wednesday over its past actions that violated the country's transportation laws and vowed to comply with regulations here. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_254700.html
2018/8/29 17:30,LG to unveil world's first 8K OLED TV at IFA ,"LG Electronics will unveil the world's first 8K organic light emitting diode (OLED) TV this week at Europe's largest consumer electronics and home appliances show, the company said Wednesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254669.html
2018/8/29 9:34,Rights groups urge Google not to bend to China censors ,Human rights groups and other advocacy organizations Tuesday urged Google to abandon any plans to craft a censored version of its search engine that could pass muster with regulators in China. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_254653.html
2018/8/28 18:02,Medtronic to help local firms go abroad ,"Medtronic, a global medical device manufacturing company, said Tuesday it will help local Korean firms in the medical industry do more business overseas. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254630.html
2018/8/28 17:51,"Samsung, LG to showcase cutting-edge products at IFA ","Samsung Electronics and LG Electronics are set to showcase their new products equipped with cutting-edge technologies at Europe's largest consumer electronics and home appliances show, which kicks off Friday for a six-day run. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254620.html
2018/8/28 17:50,Samsung SDS pitches 'intelligent factory' platform ,"Samsung SDS will enhance its â\intelligent factoryâ\ business unitizing its artificial intelligence (AI) platform to meet growing demand for new technologies that analyze and predict enormous amounts of data collected at manufacturing plants, the company said Tuesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254621.html
2018/8/28 16:34,Naver faces antitrust probe over 'discriminatory' e-commerce biz ,"Naver has been facing an antitrust investigation after eBay Korea filed a complaint over the web portal's online shopping platform, Naver Shopping, industry officials confirmed Tuesday. EBay Korea said it reported Naver to the Fair Trade Commission last October for its alleged discriminatory measures against online marketplaces that do not sell merchandise that can be purchas...",http://www.koreatimes.co.kr/www/tech/2018/12/133_254617.html
2018/8/27 17:45,IT firms eyeing public cloud service market ,"IT companies are moving to capitalize on the growing public cloud service market as demand for cloud services has been growing among government agencies and state-run enterprises, industry officials said Monday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254553.html
2018/8/27 17:18,LG Chem pitches low-cobalt batteries for laptops ,"LG Chem is targeting the laptop battery market with its low-cobalt batteries, which have 70 percent less cobalt in their cathodes, the firm said Monday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254529.html
2018/8/26 17:53,Google Korea faces antitrust probe for abusing game firms ,"Google Korea is facing an antitrust investigation for allegedly abusing local game developers and distributors, according to the Fair Trade Commission (FTC) and IT company officials Sunday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254496.html
2018/8/26 17:51,Samsung wages war against Apple in smartwatch market ,"Samsung Electronics will begin selling its Galaxy Watch here today, vowing to oust market leader Apple Watch. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254494.html
2018/8/26 17:50,Samsung SDI focusing on small batteries ,"Samsung SDI, the battery-making affiliate of Samsung Group, has been increasing its focus on the small-sized lithium-ion battery sector as the category is gaining popularity thanks to growing demand from cordless power tools and electric bikes. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254498.html
2018/8/25 15:55,Google Korea under probe over alleged unfair biz practices ,"South Korea's corporate watchdog carried out a weeks-long investigation into Google Korea over the firm's alleged abuse of its leverage over local game developers, industry sources said Saturday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254460.html
2018/8/24 17:06,SK Innovation to build EV battery plant in China ,"SK Innovation has started construction of an electric vehicle (EV) battery plant in China, the company said Friday, heralding a 20 gigawatt-hour battery capacity by 2022. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254430.html
2018/8/24 16:33,Google Assistant-equipped AI TV ,A model demonstrates a map service using a Google Assistant voice recognition program installed in LG Electronics' AI ThinQ TV. Customers of LG's 2018 edition TVs that feature AI technology will be able to use the Google Assistant starting in October. / Courtesy of LG Electronics ,http://www.koreatimes.co.kr/www/tech/2018/12/133_254431.html
2018/8/24 16:33,Samsung launches Note 9 worldwide ,Visitors to Samsung Electronics' Galaxy Studio in Dubai try the Galaxy Note 9 smartphone. The Note 9 is now available in 56 countries. / Courtesy of Samsung Electronics ,http://www.koreatimes.co.kr/www/tech/2018/12/133_254418.html
2018/8/24 12:36,LG unveils robotic exoskeleton CLOi SuitBot ,"LG Electronics has unveiled a robotic exoskeleton that supports and enhances the human body, extending its reach into the booming robot business. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254397.html
2018/8/22 16:48,Dyson Korea hit for poor after-sales services ,"Dyson is facing growing criticism from Korean consumers because it has yet to fulfill its promise made earlier this year to improve the quality of its services in Korea, according to industry analysts Wednesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254311.html
2018/8/22 16:44,Genie Music to launch 5G music platform ,"Genie Music, KT's music streaming service provider, will launch a new music platform based on fifth-generation (5G) networks to capitalize on the rapidly-growing mobile music market, the company said Wednesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254305.html
2018/8/22 16:44,"Samsung, LG to showcase new TVs, AI devices at IFA ",Korean tech giants Samsung Electronics and LG Electronics will showcase their latest TV sets and home appliances featuring artificial intelligence (AI) technology at the upcoming IFA trade fair. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_254157.html
2018/8/22 14:23,"Facebook takes down 652 accounts linked to Russia, Iran ","Facebook has identified and banned hundreds of accounts, groups and pages engaged in misleading political behavior, a far larger discovery than a ``sophisticated'' effort it reported three weeks ago with great fanfare. The social network said Tuesday that it had removed 652 pages, groups, and accounts linked to Russia and, unexpectedly, Iran, for ``coordinated inauthentic beh...",http://www.koreatimes.co.kr/www/tech/2018/12/133_254284.html
2018/8/20 17:15,"LG to nurture home audio brand, XBOOM ","LG Electronics has decided to capitalize on the booming artificial intelligence (AI) speaker market by mobilizing more resources to nurture XBOOM, its home audio brand. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254148.html
2018/8/19 18:23,Mobile carriers shifting to non-telecom biz,"Mobile carriers are increasingly looking outside the box to find new growth engines as the telecom market has reached saturation point, according to industry analysts Sunday. The intensifying regulations by the Moon Jae-in administration has also prompted SK Telecom (SKT), KT and LG U plus to tap into security, artificial intelligence (AI), entertainment content and other new...",http://www.koreatimes.co.kr/www/tech/2018/12/133_254061.html
2018/8/19 16:45,"K bank, KT team up to export internet banking to Mongolia ","K bank, the nation's first internet-only lender, has teamed up with KT to export its banking services to Mongolia, the company said, Sunday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254093.html
2018/8/19 14:51,South Korea to scrutinize foreign companies over data security ,The government will scrutinize foreign companies here over their customer data security. The investigation will begin Monday and continue through Aug. 31. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_254085.html
2018/8/17 15:50,Minority shareholders starting to flex muscles ,"Minority shareholders, once considered to have little power to influence corporate management issues, are joining hands to exercise their rights, according to company officials Friday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254023.html
2018/8/17 9:21,"Samsung, LG among most popular brands in Indonesia ","Samsung Electronics Co. and LG Electronics Inc. were included on the list of the most popular brands in Indonesia, a report released by marketing agency Campaign Asia showed Friday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_254009.html
2018/8/16 16:43,Mobile games to bolster popularity of Galaxy Note 9 ,Samsung Electronics is expanding its partnership with game companies to sell its latest high-end Galaxy Note 9 to tens of millions of domestic and international mobile game players. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_253981.html
2018/8/16 15:58,"SK Telecom's 8,000 stations to detect earthquake ","SK Telecom (SKT) will install earthquake-detecting sensors at its base stations in 8,000 spots nationwide to provide better earthquake forecasting. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253960.html
2018/8/15 17:02,'Samsung DeX will replace desktop' ,"NEW YORK -- Samsung Electronics has unveiled an upgraded version of DeX, a PC extension system, which it says will replace desktop PCs in the near future. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253891.html
2018/8/15 15:53,Samsung Electronics unveils advanced 5G network modem ,"Samsung Electronics unveiled what it claims is the industry's first fifth-generation (5G) network modem that fully complies with the 3rd Generation Partnership Project (3GPP) Release 15 (Rel.15), the most up-to-date standard specification for 5G New Radio (5G-NR). ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253919.html
2018/8/15 15:51,LG Display eyes turnaround on soaring OLED sales ,"LG Display is looking to turn its sluggish business around by capitalizing on increasing global demand for its large-sized organic light emitting diode (OLED) panels, company officials said Wednesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253904.html
2018/8/15 15:49,LG Chem inks lithium hydroxide deal with Chinese firm ,"LG Chem has signed a deal with China-based Jiangxi Ganfeng Lithium, under which the Chinese company will supply 48,000 tons of lithium hydroxide for the Korean firm's manufacturing of batteries for electric vehicles (EV), LG Chem said Wednesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253910.html
2018/8/14 16:44,LG promotes AI-embedded home appliances ,"Amid the proliferation of artificial intelligence (AI) technology, LG Electronics has been placing AI technology into its home appliances to become one of the leading players. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253856.html
2018/8/14 16:43,"Samsung, SNU sign partnership to foster semiconductor research ",Samsung Electronics said Tuesday it has signed a partnership with Seoul National University (SNU) to foster scientific research in the semiconductor sector. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_253864.html
2018/8/13 18:05,Samsung vows to cement smartphone market leadership ,"NEW YORK -- Samsung Electronics said it will solidify its leadership in the global mobile phone market by expanding its business in emerging markets such as India and China, its mobile chief said Friday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253777.html
2018/8/13 16:40,Samsung will invest W1.5 tril. by 2022 for future tech ,"Samsung Electronics will invest 1.5 trillion won ($1.3 billion) through 2022 to finance a range of studies about future technologies such as artificial intelligence (AI), internet of things (IoT) and fifth-generation (5G) networks. The company has already invested 540 billion won since August 2013. The investment is part of the firm's decade-long project, launched in August 2...",http://www.koreatimes.co.kr/www/tech/2018/12/133_253806.html
2018/8/13 4:10,Samsung launches smarter Bixby AI assistant ,"NEW YORK -- As the importance of artificial intelligence (AI) technology has increased, top IT firms worldwide have been scrambling to beef up their own AI platforms. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253745.html
2018/8/10 19:17,Galaxy Note 9 to take pre-orders from Aug. 13 ,Samsung Electronics announced Thursday it will take pre-orders for the Galaxy Note 9 smartphone starting Aug. 13. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_253685.html
2018/8/10 19:16,Samsung unveils AI speaker Galaxy Home ,"NEW YORK -- Samsung Electronics has made its debut in the artificial intelligence (AI) speaker market by introducing its AI speaker, Galaxy Home, in New York, Thursday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253697.html
2018/8/10 16:12,Mobile carriers seek opportunities in game industry ,Mobile carriers are ramping up efforts to seek opportunities in the game industry in a bid to find a new revenue source amid the rapid saturation of the telecom market. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_253683.html
2018/8/10 16:08,"Kakao, Naver to emulate Netflix's business model ","Naver and Kakao are looking to emulate Netflix's business model by producing their own entertainment content and setting up their own distribution channels to reach users, according to industry analysts Friday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253339.html
2018/8/10 0:49,Galaxy Watch to hit shelves on Aug. 24 ,"New York -- Samsung Electronics revealed Galaxy Watch, its latest wearable device, Thursday. While introducing the tech giant's new Galaxy Note 9 smartphone at Barclays Center in New York, the company also introduced the smartwatch. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253647.html
2018/8/10 0:39,Samsung unveils Galaxy Note 9 in New York ,"New York -- Samsung Electronics unveiled its much-anticipated premium smartphone Galaxy Note 9 Thursday, introducing a device with longer battery life, more storage and a Bluetooth-supported S Pen stylus. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253649.html
2018/8/9 17:25,Samsung BioLogics emerging as main unit ,Samsung BioLogics will emerge as a main unit of Samsung Group as Korea's top conglomerate has vowed to spend substantial resources to nurture biopharmaceutical technology as one of its new growth engines. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_253633.html
2018/8/9 16:38,"Hotels become AI test bed for SKT, KT ","Telecom companies are using hotels as â\test bedâ\ for their artificial intelligence (AI) assisted services, to competitively offer convenient functions to guests. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253631.html
2018/8/9 10:08,Samsung to invest W180 tril. over 3 years ,"Samsung Group will invest 180 trillion won ($161 billion) over the next three years to nurture new growth engines, including artificial intelligence (AI) and fifth-generation (5G) networks, the company said Wednesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253582.html
2018/8/8 17:35,'Naver should be designated monopolist' ,"Naver, Korea's largest portal, should be named and regulated as an entity that has a monopoly in the online search and news markets, a newspapers' association said Tuesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253461.html
2018/8/8 17:05,LG Display to rebound on strong OLED demand ,"LG Display will turn around in the second half of this year on the back of growing global demand for its organic light emitting diodes (OLED) panels, analysts said Wednesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253542.html
2018/8/8 14:53,Samsung rolls out $160 bil. investment project to rebuild reputation ,"Samsung Electronics Co. rolled out a major investment project worth 180 trillion won ($160 billion) on Wednesday, in line with Vice Chairman Lee Jae-yong's efforts to rebuild Samsung's reputation and credibility in South Korea, industry watchers said. Lee, who has been serving as the de facto leader of Samsung Group since his father was hospitalized in 2014, was released from...",http://www.koreatimes.co.kr/www/tech/2018/12/133_253543.html
2018/8/7 18:29,Galaxy Note 9 to square off against new iPhone ,"Samsung Electronics is set to square off with Apple in the premium smartphone market in the second half of the year, as the Korean tech giant will unveil the Galaxy Note 9 this week. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253478.html
2018/8/7 17:33,SK Broadband to offer customized IPTV services ,"SK Broadband will introduce customized home screens and enhance content of its internet protocol television (IPTV) to better respond to individual customer's tastes, the firm said Tuesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253481.html
2018/8/6 17:00,Mobile carriers hit by lower telecom fees ,"SK Telecom, KT and LG Uplus have seen their bottom lines deteriorate over the past year as the government forces them to lower telecom and other wireless services fees. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253442.html
2018/8/6 10:54,Finance minister urges Samsung chief to make better support in job creation ,"In a meeting with Lee Jae-yong, the de facto chief of Samsung Group, and other top executives in Pyeongtaek, south of Seoul, Finance Minister Kim Dong-yeon stressed the importance of cooperation between the private sector and the government to usher in innovative growth for the company and job creation. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253399.html
2018/8/5 17:53,Samsung cuts reliance on electronics unit ,"Samsung Group, Korea's largest family-controlled conglomerate, has been lowering its dependence on Samsung Electronics, an industry data showed Sunday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253390.html
2018/8/5 17:50,Samsung beefs up lobbying in US ,"Samsung Electronics has increased its spending on lobbying in the U.S. this year as the Donald Trump administration pursues â\America Firstâ\ trade protectionism, industry sources said Sunday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253370.html
2018/8/5 17:10,IT firms dive into audiobook market ,"With more people using voice-recognition artificial intelligence (AI) speakers, Naver and other IT companies here are rushing to introduce audiobooks in cooperation with education and other content providers. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253298.html
2018/8/5 10:49,"Samsung spent $2.21 million on lobbying US politicians, bureaucrats in the first half: data ","Data by the Center for Responsive Politics (CRP), a U.S. nonprofit, nonpartisan group that keep tabs on lobbying efforts, said Samsung spent $2.21 million in the first half to get its message across to American legislators and those in government. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253352.html
2018/8/3 18:05,"Naver, Kakao overrun by YouTube in video streaming ","Naver and Kakao, which exert great influence on portal and mobile messenger markets, have been unable to break YouTube's dominance in the rapidly growing video streaming market here. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_252983.html
2018/8/3 9:42,Google working on censorship-ready search for China ,Google is reportedly working on a mobile version of its search engine that will comply with strict censorship controls in China. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_253281.html
2018/8/2 17:48,Samsung to roll out Galaxy Tab S4 ,"Samsung Electronics unveiled its latest high-end tablet PC, the Galaxy Tab S4, Thursday, claiming that it is a versatile 2-in-1 device that can be used as a laptop or tablet. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253237.html
2018/8/2 16:04,"Korea moving to tax Google, Apple, Amazon ","The government will move quickly to impose taxes on Google, Apple, Amazon and other global IT companies. This follows policymakers and lawmakers paying greater attention to growing criticism that the firms earn billions of dollars in sales here annually but pay no taxes. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253245.html
2018/8/2 15:16,Samsung manager fires BB gun at 'underperforming' junior ,"A Samsung Electronics manager fired a toy BB gun at a junior staffer during a meeting in March, it has been reported. The executive did it to show his dissatisfaction with the employee's attitude and achievement. Colleagues corroborated the account. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253236.html
2018/8/1 17:39,LG Electronics opens AI lab in Toronto ,"LG Electronics has opened an artificial intelligence (AI) research lab in Toronto, Canada, to nurture the emerging technology as a growth engine. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253184.html
2018/8/1 17:38,"Webtoon makers leaving Korea for US, Japan ","Korea's online comic platforms are shifting their focus to the United States, Japan and other foreign markets to seek new growth opportunities. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253135.html
2018/8/1 17:25,Telecom firms moving away from Huawei ,"SK Telecom and KT appear to be moving away from the fifth-generation (5G) network equipment of Huawei Technologies, despite the Chinese firm's claims that its products have no security problems. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253190.html
2018/8/1 16:46,Samsung Electro-Mechanics enjoys soaring profit ,"Samsung Electro-Mechanics' operating profit surged by 193 percent in the second quarter from a year ago amid rising demand for high-performance multi-layer ceramic capacitors (MLCC), the company said. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_252853.html
2018/8/1 16:44,LG Chem enters top 10 global chemical firms ,"LG Chem has entered the top 10 global chemical companies for the first time among domestic enterprises thanks to the growth of its electronic and battery materials business and brisk investment, the firm said Tuesday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253119.html
2018/7/31 17:39,Samsung Electronics relies heavily on semiconductors ,"Samsung Electronics' dependence on semiconductors has been deepening, raising concerns the company may be hit harder when its chip business declines. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253118.html
2018/7/30 18:31,"Samsung Galaxy Note 9 to have extended battery life, more storage ",Samsung Electronics announced through teaser videos released Friday that its upcoming high-end smartphone Galaxy Note 9 will have a long battery life with more storage space and a faster processor. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_252981.html
2018/7/30 16:57,Samsung Electronics offers tuition to underprivileged youth ,Samsung Electronics has been holding an annual summer camp called â\Dream Classâ\ for middle school students from low-income families to provide them with educational programs and a career path program for three weeks starting Friday. ,http://www.koreatimes.co.kr/www/tech/2018/12/133_253035.html
2018/7/30 16:56,Selling like 'ice cakes': Air conditioners sales spike amid scorching heat ,"Hit by the sweltering heat wave, air conditioner sales in Korea are expected to hit a record high, according to industry sources, Monday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253062.html
2018/7/30 16:25,Gov't all out to keep Korea's top spot in chips ,"The government will invest 1.5 trillion won in a 10-year next-generation semiconductor project to maintain Korea's competitiveness in the industry, Trade, Industry and Energy Minister Paik Un-gyu said Monday. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_253042.html
2018/7/30 16:13,"Samsung SDI's profits soaring on ESS, EV parts ",Samsung SDI enjoyed a soaring operating profit in the second quarter thanks to skyrocketing sales of energy storage system (ESS) battery modules in addition to increased sales of batteries for plug-in hybrid electronic vehicles (PHEV). ,http://www.koreatimes.co.kr/www/tech/2018/12/133_253039.html
2018/7/29 17:15,Naver criticized for flip-flopping on content biz ,"Naver has been hit for flip-flopping on its promises after retracting a plan to merge its Nstore unit in charge of content distribution with its subsidiary Naver Webtoon, just a day after the announcement. ",http://www.koreatimes.co.kr/www/tech/2018/12/133_252987.html
